Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Designer (product.metafields.custom.designer),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad),Shape (product.metafields.custom.shape)
Lowland - Quadrant Area Rug,"<div class=""product-overview-data"">
<p><p>The simple, chic look of our Calvin Klein Home Lowland Quadrant rug easily complements a wide range of settings, bringing a rich texture of handwoven fibers that are both soft and long-lasting.</p><ul><li>Handwoven by artisans, each rug from this Calvin Klein collection is crafted of a mix of soft natural and synthetic materials. </li><li> This neutral-hued casual floor covering adds depth, dimension, and timeless appeal to any space, from a contemporary entryway to a traditional dining room. </li><li> Enjoy a wonderful texture underfoot with this indoor area rug's high pile height of handwoven wool, polyester, cotton, and rayon. </li><li> Avoid placing your rug in direct sunlight as this can cause premature fading and weaken fibers.</li></ul></p>
</div>",Calvin Klein Home,Color,Basalt,Size,4' x 6' Rectangular,261.00,209.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/16650/127945/205985/ws_lowland_quadrant_basalt_091522.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/16650/127945/205985/ws_99446330895.jpg",1.0,Quadrant,Basalt,Contemporary / Modern,"41% Wool, 30% Polyester, 25% Cotton, 4% Rayon",Handwoven,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Lowland - Quadrant Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/16650/127945/205985/ws_99446330895.jpg",,,,,,,,,,,,,,,,
Lowland - Quadrant Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/16650/127945/205985/ws_99446330895_1.jpg",,,,,,,,,,,,,,,,
Lowland - Quadrant Area Rug,"<div class=""product-overview-data"">
<p><p>The simple, chic look of our Calvin Klein Home Lowland Quadrant rug easily complements a wide range of settings, bringing a rich texture of handwoven fibers that are both soft and long-lasting.</p><ul><li>Handwoven by artisans, each rug from this Calvin Klein collection is crafted of a mix of soft natural and synthetic materials. </li><li> This neutral-hued casual floor covering adds depth, dimension, and timeless appeal to any space, from a contemporary entryway to a traditional dining room. </li><li> Enjoy a wonderful texture underfoot with this indoor area rug's high pile height of handwoven wool, polyester, cotton, and rayon. </li><li> Avoid placing your rug in direct sunlight as this can cause premature fading and weaken fibers.</li></ul></p>
</div>",Calvin Klein Home,Color,Basalt,Size,"5'3"" x 7'5"" Rectangular",424.00,339.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/16650/127945/205985/ws_99446330895_1.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/16650/127945/205985/ws_99446330895.jpg",1.0,Quadrant,Basalt,Contemporary / Modern,"41% Wool, 30% Polyester, 25% Cotton, 4% Rayon",Handwoven,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Lowland - Quadrant Area Rug,"<div class=""product-overview-data"">
<p><p>The simple, chic look of our Calvin Klein Home Lowland Quadrant rug easily complements a wide range of settings, bringing a rich texture of handwoven fibers that are both soft and long-lasting.</p><ul><li>Handwoven by artisans, each rug from this Calvin Klein collection is crafted of a mix of soft natural and synthetic materials. </li><li> This neutral-hued casual floor covering adds depth, dimension, and timeless appeal to any space, from a contemporary entryway to a traditional dining room. </li><li> Enjoy a wonderful texture underfoot with this indoor area rug's high pile height of handwoven wool, polyester, cotton, and rayon. </li><li> Avoid placing your rug in direct sunlight as this can cause premature fading and weaken fibers.</li></ul></p>
</div>",Calvin Klein Home,Color,Basalt,Size,"7'9"" x 9'9"" Rectangular",824.00,659.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/16650/127945/205985/ws_99446330895_1.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/16650/127945/205985/ws_99446330895.jpg",1.0,Quadrant,Basalt,Contemporary / Modern,"41% Wool, 30% Polyester, 25% Cotton, 4% Rayon",Handwoven,"1⁄2"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Lunar - Luminescent Rib Area Rug,"<div class=""product-overview-data"">
<p><p>The rich look and feel of our Calvin Klein Home Lunar Luminescent Rib rug is due to its hand-loomed construction of silky, shiny viscose yarns. Its simple appearance also allows it to thrive in a wide variety of settings.</p><ul><li>Featuring a silk-like feel and hand-loomed construction, this floor covering from Calvin Klein offers modern elegance underfoot. </li><li> Enjoy a simple-yet-versatile look with this casual piece, which will function just as beautifully in a modern loft as a classic living room. </li><li> With a medium pile of shiny viscose, our hand-loomed area rug delivers a lustrous look and soft feel to any space. </li><li> Avoid excess humidity as this can cause your rug to weaken over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Beige ,Size,"5'6"" x 7'5"" Rectangular","1,499.00",484.61,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/155444/ws_ck18_lun1_bge_beige_4x6_099446427892_room01.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/155444/ws_ck18_lun1_bge_beige_10x13_099446429339_flat.jpg",1.0,Luminescent Rib,Beige (CK-18),Contemporary / Modern,100% Viscose,Hand-Loomed,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Lunar - Luminescent Rib Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/155444/ws_ck18_lun1_bge_beige_10x13_099446429339_flat.jpg",,,,,,,,,,,,,,,,
Lunar - Luminescent Rib Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/155444/ws_ck18_lun1_bge_beige_2x8_099446427267_room01.jpg",,,,,,,,,,,,,,,,
Lunar - Luminescent Rib Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/155444/ws_ck18_lun1_bge_beige_10x13_099446429339_room01.jpg",,,,,,,,,,,,,,,,
Lunar - Luminescent Rib Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/155444/ws_ck18_lun1_bge_beige_10x13_099446429339_tx01.jpg",,,,,,,,,,,,,,,,
Lunar - Luminescent Rib Area Rug,"<div class=""product-overview-data"">
<p><p>The rich look and feel of our Calvin Klein Home Lunar Luminescent Rib rug is due to its hand-loomed construction of silky, shiny viscose yarns. Its simple appearance also allows it to thrive in a wide variety of settings.</p><ul><li>Featuring a silk-like feel and hand-loomed construction, this floor covering from Calvin Klein offers modern elegance underfoot. </li><li> Enjoy a simple-yet-versatile look with this casual piece, which will function just as beautifully in a modern loft as a classic living room. </li><li> With a medium pile of shiny viscose, our hand-loomed area rug delivers a lustrous look and soft feel to any space. </li><li> Avoid excess humidity as this can cause your rug to weaken over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Pewter ,Size,"5'6"" x 7'5"" Rectangular","1,499.00",484.61,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/164867/ws_ck18_lun1_pewtr_pewter_4x6_099446108760_room01.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/164867/ws_ck18_lun1_pewtr_pewter_10x13_099446108791_flat.jpg",1.0,Luminescent Rib,Pewter (CK-18),Contemporary / Modern,100% Viscose,Hand-Loomed,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Lunar - Luminescent Rib Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/164867/ws_ck18_lun1_pewtr_pewter_10x13_099446108791_flat.jpg",,,,,,,,,,,,,,,,
Lunar - Luminescent Rib Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/164867/ws_ck18_lun1_pewtr_pewter_10x13_099446108791_room01.jpg",,,,,,,,,,,,,,,,
Lunar - Luminescent Rib Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/164867/ws_ck18_lun1_pewtr_pewter_2x8_099446108746_room01.jpg",,,,,,,,,,,,,,,,
Lunar - Luminescent Rib Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/13160/98917/164867/ws_ck18_lun1_pewtr_pewter_10x13_099446108791_tx01.jpg",,,,,,,,,,,,,,,,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Hematite,Size,"2'3"" x 7'5"" Rectangular runner",561.00,449.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_mesa_msa-01_hematite_091522.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_mesa_msa-01_hematite_flatupdate_091522.jpg",1.0,MSA-01,Hematite,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_mesa_msa-01_hematite_flatupdate_091522.jpg",,,,,,,,,,,,,,,,
Mesa - MSA-01 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_mesa_msa-01_hematite_runner_091522.jpg",,,,,,,,,,,,,,,,
Mesa - MSA-01 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_99446244635_1.jpg",,,,,,,,,,,,,,,,
Mesa - MSA-01 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_99446244611.jpg",,,,,,,,,,,,,,,,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Hematite,Size,4' x 6' Rectangular,749.00,599.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_99446244611.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_mesa_msa-01_hematite_flatupdate_091522.jpg",1.0,MSA-01,Hematite,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Hematite,Size,"5'6"" x 7'5"" Rectangular","1,249.00",999.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_99446244611.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_mesa_msa-01_hematite_flatupdate_091522.jpg",1.0,MSA-01,Hematite,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Hematite,Size,8' x 10' Rectangular,"2,499.00","1,999.00","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_99446244611.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_mesa_msa-01_hematite_flatupdate_091522.jpg",1.0,MSA-01,Hematite,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Hematite,Size,9' x 12' Rectangular,"3,436.00","2,749.00","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_99446244611.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_mesa_msa-01_hematite_flatupdate_091522.jpg",1.0,MSA-01,Hematite,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Hematite,Size,10' x 14' Rectangular,"4,374.00","3,499.00","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_99446244611.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181263/ws_mesa_msa-01_hematite_flatupdate_091522.jpg",1.0,MSA-01,Hematite,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Amber,Size,"2'3"" x 7'5"" Rectangular runner",561.00,449.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_mesa_msa-01_amber_091522.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_99446244802.jpg",1.0,MSA-01,Amber,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_99446244802.jpg",,,,,,,,,,,,,,,,
Mesa - MSA-01 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_mesa_msa-01_amber_runner_091522.jpg",,,,,,,,,,,,,,,,
Mesa - MSA-01 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_99446244802_1.jpg",,,,,,,,,,,,,,,,
Mesa - MSA-01 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_ck33_msa01_amber_2x8_099446244789_main_05192020.jpg",,,,,,,,,,,,,,,,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Amber,Size,4' x 6' Rectangular,749.00,599.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_ck33_msa01_amber_2x8_099446244789_main_05192020.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_99446244802.jpg",1.0,MSA-01,Amber,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Amber,Size,"5'6"" x 7'5"" Rectangular","1,249.00",999.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_ck33_msa01_amber_2x8_099446244789_main_05192020.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_99446244802.jpg",1.0,MSA-01,Amber,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Amber,Size,8' x 10' Rectangular,"2,499.00","1,999.00","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_ck33_msa01_amber_2x8_099446244789_main_05192020.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_99446244802.jpg",1.0,MSA-01,Amber,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Amber,Size,9' x 12' Rectangular,"3,436.00","2,749.00","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_ck33_msa01_amber_2x8_099446244789_main_05192020.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_99446244802.jpg",1.0,MSA-01,Amber,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Amber,Size,10' x 14' Rectangular,"4,374.00","3,499.00","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_ck33_msa01_amber_2x8_099446244789_main_05192020.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181259/ws_99446244802.jpg",1.0,MSA-01,Amber,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,"<div class=""product-overview-data"">
<p><p>Boasting a modern aesthetic courtesy of its casual look and neutral hue, our Calvin Klein Home Mesa MSA-01 rug is meticulously handwoven of jute and rayon by artisans for remarkable texture.</p><ul><li>A blend of eco-friendly jute and rayon fibers is handwoven to give this piece from Calvin Klein natural comfort and strength. </li><li> With earthy neutrals and a casual attitude, this simple floor covering is versatile enough to be placed in a contemporary office, traditional bedroom, and more. </li><li> By handweaving this casual indoor rug from jute and rayon in a medium pile, we gave it a soft surface and inherent resilience. </li><li> Do not place your rug in direct sunlight because this will make it fade over time.</li></ul></p>
</div>",Calvin Klein Home,Color,Fossil,Size,"2'3"" x 7'5"" Rectangular runner",561.00,449.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181260/ws_mesa_msa-01_fossil_091522.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181260/ws_99446244512.jpg",1.0,MSA-01,Fossil,Contemporary / Modern,"66% Jute, 34% Rayon",Handwoven,"1⁄4"" (approx.)",No decorative fringe,Indoor Only,Calvin Klein,India,Call  1-888-464-1447 to order,Not available,Recommended,
Mesa - MSA-01 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00015/14916/113392/181260/ws_99446244512.jpg",,,,,,,,,,,,,,,,
