Title,Body (HTML),Vendor,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Compare At Price,Variant Price,Image Src,Variant Image,Variant Inventory Qty,Style ID (product.metafields.custom.style_id),Color (product.metafields.custom.color),Style (product.metafields.custom.style),Material (product.metafields.custom.material),Construction (product.metafields.custom.construction),Shape (product.metafields.custom.shape),Thickness (product.metafields.custom.thickness),Fringe (product.metafields.custom.fringe),Location (product.metafields.custom.location),Made In (product.metafields.custom.made_in),Custom Sizes (product.metafields.custom.custom_sizes),Sample Size (product.metafields.custom.sample_size),Rug Pad (product.metafields.custom.rug_pad)
Cape Cod - CAP415 Area Rug,"<div class=""product-overview-data"">
<p><p>Traditional meets bohemian in the form of our Safavieh Cape Cod CAP415 area rug. The fact that it is able to add style inside or on your covered patio makes it that much better.</p><ul><li>Softness and texture are givens since this rug is hand-woven with sustainable jute and cotton fabrics in a thick pile. </li><li>Featuring a subtle trellis pattern with a distressed appearance in gray and gold tones, this collection harmonizes with styles from traditional to eclectic. </li><li>Jute and cotton yarns are blended and woven by hand for a natural feel your feet will love. </li><li>Remove dirt and debris by vacuuming the top and underside regularly. </li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Grey, Gold ",Size,9' x 12' Rectangular,763.00,507.3,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00016/14706/138696/222589/ws_cap415a-6r.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/14706/138696/222589/ws_cap415a-5.jpg",1.0,CAP415,"Grey, Gold (A)",Natural Fiber,"80% Jute, 20% Cotton",Handwoven,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
Cape Cod - CAP415 Area Rug,"<div class=""product-overview-data"">
<p><p>Traditional meets bohemian in the form of our Safavieh Cape Cod CAP415 area rug. The fact that it is able to add style inside or on your covered patio makes it that much better.</p><ul><li>Softness and texture are givens since this rug is hand-woven with sustainable jute and cotton fabrics in a thick pile. </li><li>Featuring a subtle trellis pattern with a distressed appearance in gray and gold tones, this collection harmonizes with styles from traditional to eclectic. </li><li>Jute and cotton yarns are blended and woven by hand for a natural feel your feet will love. </li><li>Remove dirt and debris by vacuuming the top and underside regularly. </li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Grey, Gold ",Size,10' x 14' Rectangular,981.00,652.65,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00016/14706/138696/222589/ws_cap415a-6r.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/14706/138696/222589/ws_cap415a-5.jpg",1.0,CAP415,"Grey, Gold (A)",Natural Fiber,"80% Jute, 20% Cotton",Handwoven,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
Cape Cod - CAP415 Area Rug,"<div class=""product-overview-data"">
<p><p>Traditional meets bohemian in the form of our Safavieh Cape Cod CAP415 area rug. The fact that it is able to add style inside or on your covered patio makes it that much better.</p><ul><li>Softness and texture are givens since this rug is hand-woven with sustainable jute and cotton fabrics in a thick pile. </li><li>Featuring a subtle trellis pattern with a distressed appearance in gray and gold tones, this collection harmonizes with styles from traditional to eclectic. </li><li>Jute and cotton yarns are blended and woven by hand for a natural feel your feet will love. </li><li>Remove dirt and debris by vacuuming the top and underside regularly. </li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Grey, Gold ",Size,11' x 16' Rectangular,"1,227.00",816.05,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00016/14706/138696/222589/ws_cap415a-6r.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/14706/138696/222589/ws_cap415a-5.jpg",1.0,CAP415,"Grey, Gold (A)",Natural Fiber,"80% Jute, 20% Cotton",Handwoven,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
Heritage - HG-625 Area Rug,"<div class=""product-overview-data"">
<p><p>Hand-tufted from 100% wool, the Safavieh Heritage HG-625 Area Rug adds warmth and comfort to today's hard flooring surfaces. You'll love the look and feel of this classic patterned area rug.</p><ul><li>The fine rugs of the Heritage collection are hand made by the expert craftspeople of Safavieh. </li><li>Full of character and confidence the expressive patterns of this richly-colored rug will make a captivating statement in any social or private space. </li><li>This Oriental rug features a thick 5/8"" pile perfect for use with tile or hardwood surfaces. </li><li>New wool rugs may shed. Vacuum rugs in the direction of the pile 1-2 times per week to reduce shedding.</li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Red, Ivory ",Size,2' x 3' Rectangular,77.00,51.30,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-8-room.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_2hg625a-8.jpg",1.0,HG-625,"Red, Ivory (A)",Traditional / Oriental,100% Wool,Hand-Tufted,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_2hg625a-8.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-5-room.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_hg625a-28-room.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-5-detail4.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-5-detail.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-5-roomback.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-5-detail3.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-5-detail2.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_hg625a-28.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_hg625a-8_01042021.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-3.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,,,,,,,,,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-8.jpg",,,,,,,,,,,,,,,
Heritage - HG-625 Area Rug,"<div class=""product-overview-data"">
<p><p>Hand-tufted from 100% wool, the Safavieh Heritage HG-625 Area Rug adds warmth and comfort to today's hard flooring surfaces. You'll love the look and feel of this classic patterned area rug.</p><ul><li>The fine rugs of the Heritage collection are hand made by the expert craftspeople of Safavieh. </li><li>Full of character and confidence the expressive patterns of this richly-colored rug will make a captivating statement in any social or private space. </li><li>This Oriental rug features a thick 5/8"" pile perfect for use with tile or hardwood surfaces. </li><li>New wool rugs may shed. Vacuum rugs in the direction of the pile 1-2 times per week to reduce shedding.</li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Red, Ivory ",Size,"2'3"" x 4' Rectangular",101.00,67.45,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-8.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_2hg625a-8.jpg",1.0,HG-625,"Red, Ivory (A)",Traditional / Oriental,100% Wool,Hand-Tufted,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
Heritage - HG-625 Area Rug,"<div class=""product-overview-data"">
<p><p>Hand-tufted from 100% wool, the Safavieh Heritage HG-625 Area Rug adds warmth and comfort to today's hard flooring surfaces. You'll love the look and feel of this classic patterned area rug.</p><ul><li>The fine rugs of the Heritage collection are hand made by the expert craftspeople of Safavieh. </li><li>Full of character and confidence the expressive patterns of this richly-colored rug will make a captivating statement in any social or private space. </li><li>This Oriental rug features a thick 5/8"" pile perfect for use with tile or hardwood surfaces. </li><li>New wool rugs may shed. Vacuum rugs in the direction of the pile 1-2 times per week to reduce shedding.</li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Red, Ivory ",Size,"2'3"" x 6' Rectangular runner",140.00,93.10,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-8.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_2hg625a-8.jpg",1.0,HG-625,"Red, Ivory (A)",Traditional / Oriental,100% Wool,Hand-Tufted,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
Heritage - HG-625 Area Rug,"<div class=""product-overview-data"">
<p><p>Hand-tufted from 100% wool, the Safavieh Heritage HG-625 Area Rug adds warmth and comfort to today's hard flooring surfaces. You'll love the look and feel of this classic patterned area rug.</p><ul><li>The fine rugs of the Heritage collection are hand made by the expert craftspeople of Safavieh. </li><li>Full of character and confidence the expressive patterns of this richly-colored rug will make a captivating statement in any social or private space. </li><li>This Oriental rug features a thick 5/8"" pile perfect for use with tile or hardwood surfaces. </li><li>New wool rugs may shed. Vacuum rugs in the direction of the pile 1-2 times per week to reduce shedding.</li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Red, Ivory ",Size,"2'3"" x 8' Rectangular runner",176.00,116.85,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-8.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_2hg625a-8.jpg",1.0,HG-625,"Red, Ivory (A)",Traditional / Oriental,100% Wool,Hand-Tufted,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
Heritage - HG-625 Area Rug,"<div class=""product-overview-data"">
<p><p>Hand-tufted from 100% wool, the Safavieh Heritage HG-625 Area Rug adds warmth and comfort to today's hard flooring surfaces. You'll love the look and feel of this classic patterned area rug.</p><ul><li>The fine rugs of the Heritage collection are hand made by the expert craftspeople of Safavieh. </li><li>Full of character and confidence the expressive patterns of this richly-colored rug will make a captivating statement in any social or private space. </li><li>This Oriental rug features a thick 5/8"" pile perfect for use with tile or hardwood surfaces. </li><li>New wool rugs may shed. Vacuum rugs in the direction of the pile 1-2 times per week to reduce shedding.</li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Red, Ivory ",Size,"2'3"" x 10' Rectangular runner",210.00,139.65,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-8.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_2hg625a-8.jpg",1.0,HG-625,"Red, Ivory (A)",Traditional / Oriental,100% Wool,Hand-Tufted,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
Heritage - HG-625 Area Rug,"<div class=""product-overview-data"">
<p><p>Hand-tufted from 100% wool, the Safavieh Heritage HG-625 Area Rug adds warmth and comfort to today's hard flooring surfaces. You'll love the look and feel of this classic patterned area rug.</p><ul><li>The fine rugs of the Heritage collection are hand made by the expert craftspeople of Safavieh. </li><li>Full of character and confidence the expressive patterns of this richly-colored rug will make a captivating statement in any social or private space. </li><li>This Oriental rug features a thick 5/8"" pile perfect for use with tile or hardwood surfaces. </li><li>New wool rugs may shed. Vacuum rugs in the direction of the pile 1-2 times per week to reduce shedding.</li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Red, Ivory ",Size,"2'3"" x 12' Rectangular runner",250.00,166.25,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-8.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_2hg625a-8.jpg",1.0,HG-625,"Red, Ivory (A)",Traditional / Oriental,100% Wool,Hand-Tufted,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
Heritage - HG-625 Area Rug,"<div class=""product-overview-data"">
<p><p>Hand-tufted from 100% wool, the Safavieh Heritage HG-625 Area Rug adds warmth and comfort to today's hard flooring surfaces. You'll love the look and feel of this classic patterned area rug.</p><ul><li>The fine rugs of the Heritage collection are hand made by the expert craftspeople of Safavieh. </li><li>Full of character and confidence the expressive patterns of this richly-colored rug will make a captivating statement in any social or private space. </li><li>This Oriental rug features a thick 5/8"" pile perfect for use with tile or hardwood surfaces. </li><li>New wool rugs may shed. Vacuum rugs in the direction of the pile 1-2 times per week to reduce shedding.</li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Red, Ivory ",Size,"2'3"" x 14' Rectangular runner",286.00,190.00,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-8.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_2hg625a-8.jpg",1.0,HG-625,"Red, Ivory (A)",Traditional / Oriental,100% Wool,Hand-Tufted,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
Heritage - HG-625 Area Rug,"<div class=""product-overview-data"">
<p><p>Hand-tufted from 100% wool, the Safavieh Heritage HG-625 Area Rug adds warmth and comfort to today's hard flooring surfaces. You'll love the look and feel of this classic patterned area rug.</p><ul><li>The fine rugs of the Heritage collection are hand made by the expert craftspeople of Safavieh. </li><li>Full of character and confidence the expressive patterns of this richly-colored rug will make a captivating statement in any social or private space. </li><li>This Oriental rug features a thick 5/8"" pile perfect for use with tile or hardwood surfaces. </li><li>New wool rugs may shed. Vacuum rugs in the direction of the pile 1-2 times per week to reduce shedding.</li><li>Made in India.</li></ul></p>
</div>",Safavieh,Color,"Red, Ivory ",Size,"2'3"" x 16' Rectangular runner",321.00,213.75,"https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00483/10734/81190/127889/ws_hg625a-8.jpg","https://image1.rugs-direct.com/cdn-cgi/image/width=1200,height=1200/rug_gallery/00069/10734/81190/127889/ws_2hg625a-8.jpg",1.0,HG-625,"Red, Ivory (A)",Traditional / Oriental,100% Wool,Hand-Tufted,Also in shapes other than rectangle,"5⁄8"" (approx.)",No decorative fringe,Indoor Only,India,Not available,Not available,Recommended
